home_id,date,shift,staff_hours,required_hours,staff_cost
h017,2026-10-30,morning,109.64,112.8,1370.44
h017,2026-10-30,afternoon,95.93,98.7,1199.14
h017,2026-10-30,night,68.52,70.5,856.53
h018,2026-10-30,morning,136.08,141.6,1700.95
h018,2026-10-30,afternoon,119.07,123.9,1488.33
h018,2026-10-30,night,85.05,88.5,1063.09
h019,2026-10-30,morning,97.77,103.2,1222.08
h019,2026-10-30,afternoon,85.55,90.3,1069.32
h019,2026-10-30,night,61.1,64.5,763.8
h020,2026-10-30,morning,142.95,122.4,1786.9
h020,2026-10-30,afternoon,125.08,107.1,1563.54
h020,2026-10-30,night,89.34,76.5,1116.81
h021,2026-10-30,morning,101.3,110.4,1266.28
h021,2026-10-30,afternoon,88.64,96.6,1107.99
h021,2026-10-30,night,63.31,69.0,791.42
h022,2026-10-30,morning,63.13,62.4,789.15
h022,2026-10-30,afternoon,55.24,54.6,690.51
h022,2026-10-30,night,39.46,39.0,493.22
h023,2026-10-30,morning,65.36,62.4,816.97
h023,2026-10-30,afternoon,57.19,54.6,714.85
h023,2026-10-30,night,40.85,39.0,510.61
h024,2026-10-30,morning,138.65,132.0,1733.17
h024,2026-10-30,afternoon,121.32,115.5,1516.53
h024,2026-10-30,night,86.66,82.5,1083.23
h025,2026-10-30,morning,88.38,88.8,1104.8
h025,2026-10-30,afternoon,77.34,77.7,966.7
h025,2026-10-30,night,55.24,55.5,690.5
h026,2026-10-30,morning,101.21,103.2,1265.16
h026,2026-10-30,afternoon,88.56,90.3,1107.01
h026,2026-10-30,night,63.26,64.5,790.72
h027,2026-10-30,morning,144.23,139.2,1802.86
h027,2026-10-30,afternoon,126.2,121.8,1577.5
h027,2026-10-30,night,90.14,87.0,1126.78
h028,2026-10-30,morning,90.69,88.8,1133.67
h028,2026-10-30,afternoon,79.36,77.7,991.96
h028,2026-10-30,night,56.68,55.5,708.54
h029,2026-10-30,morning,54.06,55.2,675.71
h029,2026-10-30,afternoon,47.3,48.3,591.24
h029,2026-10-30,night,33.79,34.5,422.32
h030,2026-10-30,morning,117.61,134.4,1470.08
h030,2026-10-30,afternoon,102.91,117.6,1286.32
h030,2026-10-30,night,73.5,84.0,918.8
h031,2026-10-30,morning,127.06,132.0,1588.23
h031,2026-10-30,afternoon,111.18,115.5,1389.7
h031,2026-10-30,night,79.41,82.5,992.65
h032,2026-10-30,morning,87.19,96.0,1089.93
h032,2026-10-30,afternoon,76.3,84.0,953.69
h032,2026-10-30,night,54.5,60.0,681.21
h033,2026-10-30,morning,63.61,67.2,795.17
h033,2026-10-30,afternoon,55.66,58.8,695.77
h033,2026-10-30,night,39.76,42.0,496.98
h034,2026-10-30,morning,125.13,124.8,1564.15
h034,2026-10-30,afternoon,109.49,109.2,1368.63
h034,2026-10-30,night,78.21,78.0,977.59
h035,2026-10-30,morning,150.6,146.4,1882.52
h035,2026-10-30,afternoon,131.78,128.1,1647.2
h035,2026-10-30,night,94.13,91.5,1176.57
h036,2026-10-30,morning,67.86,59.4,848.26
h036,2026-10-30,afternoon,59.38,51.97,742.23
h036,2026-10-30,night,42.41,37.12,530.16
h037,2026-10-30,morning,62.01,64.8,775.18
h037,2026-10-30,afternoon,54.26,56.7,678.28
h037,2026-10-30,night,38.76,40.5,484.49
h038,2026-10-30,morning,68.82,64.8,860.2
h038,2026-10-30,afternoon,60.21,56.7,752.67
h038,2026-10-30,night,43.01,40.5,537.62
h039,2026-10-30,morning,162.28,158.4,2028.46
h039,2026-10-30,afternoon,141.99,138.6,1774.91
h039,2026-10-30,night,101.42,99.0,1267.79
h040,2026-10-30,morning,108.6,98.4,1357.53
h040,2026-10-30,afternoon,95.03,86.1,1187.84
h040,2026-10-30,night,67.88,61.5,848.45
h041,2026-10-30,morning,87.87,84.0,1098.4
h041,2026-10-30,afternoon,76.89,73.5,961.1
h041,2026-10-30,night,54.92,52.5,686.5
h042,2026-10-30,morning,110.32,120.0,1378.98
h042,2026-10-30,afternoon,96.53,105.0,1206.61
h042,2026-10-30,night,68.95,75.0,861.86
h043,2026-10-30,morning,109.67,127.2,1370.83
h043,2026-10-30,afternoon,95.96,111.3,1199.47
h043,2026-10-30,night,68.54,79.5,856.77
h044,2026-10-30,morning,118.07,115.2,1475.86
h044,2026-10-30,afternoon,103.31,100.8,1291.38
h044,2026-10-30,night,73.79,72.0,922.41
h045,2026-10-30,morning,110.33,115.2,1379.12
h045,2026-10-30,afternoon,96.54,100.8,1206.73
h045,2026-10-30,night,68.96,72.0,861.95
h046,2026-10-30,morning,95.11,103.2,1188.83
h046,2026-10-30,afternoon,83.22,90.3,1040.23
h046,2026-10-30,night,59.44,64.5,743.02
h047,2026-10-30,morning,62.54,69.6,781.78
h047,2026-10-30,afternoon,54.72,60.9,684.05
h047,2026-10-30,night,39.09,43.5,488.61
h048,2026-10-30,morning,85.08,84.0,1063.52
h048,2026-10-30,afternoon,74.45,73.5,930.58
h048,2026-10-30,night,53.18,52.5,664.7
h049,2026-10-30,morning,129.1,115.2,1613.69
h049,2026-10-30,afternoon,112.96,100.8,1411.98
h049,2026-10-30,night,80.68,72.0,1008.55
h050,2026-10-30,morning,83.58,86.4,1044.69
h050,2026-10-30,afternoon,73.13,75.6,914.1
h050,2026-10-30,night,52.23,54.0,652.93
h001,2026-10-31,morning,158.34,151.2,1979.25
h001,2026-10-31,afternoon,138.55,132.3,1731.84
h001,2026-10-31,night,98.96,94.5,1237.03
h002,2026-10-31,morning,61.89,62.4,773.62
h002,2026-10-31,afternoon,54.15,54.6,676.92
h002,2026-10-31,night,38.68,39.0,483.51
h003,2026-10-31,morning,81.79,91.2,1022.41
h003,2026-10-31,afternoon,71.57,79.8,894.61
h003,2026-10-31,night,51.12,57.0,639.01
h004,2026-10-31,morning,78.77,74.4,984.67
h004,2026-10-31,afternoon,68.93,65.1,861.59
h004,2026-10-31,night,49.23,46.5,615.42
h005,2026-10-31,morning,81.02,88.8,1012.79
h005,2026-10-31,afternoon,70.9,77.7,886.19
h005,2026-10-31,night,50.64,55.5,632.99
h006,2026-10-31,morning,134.63,134.4,1682.91
h006,2026-10-31,afternoon,117.8,117.6,1472.54
h006,2026-10-31,night,84.15,84.0,1051.82
h007,2026-10-31,morning,91.04,93.6,1138.03
h007,2026-10-31,afternoon,79.66,81.9,995.78
h007,2026-10-31,night,56.9,58.5,711.27
h008,2026-10-31,morning,95.14,88.8,1189.31
h008,2026-10-31,afternoon,83.25,77.7,1040.64
h008,2026-10-31,night,59.47,55.5,743.32
h009,2026-10-31,morning,83.48,91.2,1043.5
h009,2026-10-31,afternoon,73.04,79.8,913.06
h009,2026-10-31,night,52.17,57.0,652.19
h010,2026-10-31,morning,99.0,96.0,1237.52
h010,2026-10-31,afternoon,86.63,84.0,1082.83
h010,2026-10-31,night,61.88,60.0,773.45
h011,2026-10-31,morning,111.94,120.0,1399.22
h011,2026-10-31,afternoon,97.95,105.0,1224.32
h011,2026-10-31,night,69.96,75.0,874.52
h012,2026-10-31,morning,96.68,100.8,1208.48
h012,2026-10-31,afternoon,84.59,88.2,1057.42
h012,2026-10-31,night,60.42,63.0,755.3
h013,2026-10-31,morning,71.49,100.8,893.57
h013,2026-10-31,afternoon,62.55,88.2,781.88
h013,2026-10-31,night,44.68,63.0,558.48
h014,2026-10-31,morning,145.69,124.8,1821.09
h014,2026-10-31,afternoon,127.48,109.2,1593.46
h014,2026-10-31,night,91.05,78.0,1138.18
h015,2026-10-31,morning,140.32,134.4,1753.99
h015,2026-10-31,afternoon,122.78,117.6,1534.75
h015,2026-10-31,night,87.7,84.0,1096.25
h016,2026-10-31,morning,162.19,172.8,2027.4
h016,2026-10-31,afternoon,141.92,151.2,1773.98
h016,2026-10-31,night,101.37,108.0,1267.13
h017,2026-10-31,morning,102.65,112.8,1283.14
h017,2026-10-31,afternoon,89.82,98.7,1122.75
h017,2026-10-31,night,64.16,70.5,801.96
h018,2026-10-31,morning,135.99,141.6,1699.82
h018,2026-10-31,afternoon,118.99,123.9,1487.34
h018,2026-10-31,night,84.99,88.5,1062.39
h019,2026-10-31,morning,109.12,103.2,1363.98
h019,2026-10-31,afternoon,95.48,90.3,1193.48
h019,2026-10-31,night,68.2,64.5,852.49
h020,2026-10-31,morning,103.87,122.4,1298.41
h020,2026-10-31,afternoon,90.89,107.1,1136.11
h020,2026-10-31,night,64.92,76.5,811.51
h021,2026-10-31,morning,109.15,110.4,1364.37
h021,2026-10-31,afternoon,95.51,96.6,1193.82
h021,2026-10-31,night,68.22,69.0,852.73
h022,2026-10-31,morning,71.24,62.4,890.49
h022,2026-10-31,afternoon,62.33,54.6,779.18
h022,2026-10-31,night,44.52,39.0,556.56
h023,2026-10-31,morning,56.74,62.4,709.24
h023,2026-10-31,afternoon,49.65,54.6,620.59
h023,2026-10-31,night,35.46,39.0,443.28
h024,2026-10-31,morning,132.85,132.0,1660.61
h024,2026-10-31,afternoon,116.24,115.5,1453.03
h024,2026-10-31,night,83.03,82.5,1037.88
h025,2026-10-31,morning,104.45,88.8,1305.65
h025,2026-10-31,afternoon,91.4,77.7,1142.45
h025,2026-10-31,night,65.28,55.5,816.03
h026,2026-10-31,morning,108.42,103.2,1355.24
h026,2026-10-31,afternoon,94.87,90.3,1185.83
h026,2026-10-31,night,67.76,64.5,847.02
h027,2026-10-31,morning,140.6,139.2,1757.53
h027,2026-10-31,afternoon,123.03,121.8,1537.84
h027,2026-10-31,night,87.88,87.0,1098.46
h028,2026-10-31,morning,92.4,88.8,1154.99
h028,2026-10-31,afternoon,80.85,77.7,1010.62
h028,2026-10-31,night,57.75,55.5,721.87
h029,2026-10-31,morning,53.43,55.2,667.87
h029,2026-10-31,afternoon,46.75,48.3,584.39
h029,2026-10-31,night,33.39,34.5,417.42
h030,2026-10-31,morning,148.37,134.4,1854.67
h030,2026-10-31,afternoon,129.83,117.6,1622.84
h030,2026-10-31,night,92.73,84.0,1159.17
h031,2026-10-31,morning,127.78,132.0,1597.29
h031,2026-10-31,afternoon,111.81,115.5,1397.63
h031,2026-10-31,night,79.86,82.5,998.31
h032,2026-10-31,morning,80.95,96.0,1011.92
h032,2026-10-31,afternoon,70.83,84.0,885.43
h032,2026-10-31,night,50.6,60.0,632.45
h033,2026-10-31,morning,65.1,67.2,813.7
h033,2026-10-31,afternoon,56.96,58.8,711.99
h033,2026-10-31,night,40.69,42.0,508.57
h034,2026-10-31,morning,115.15,124.8,1439.35
h034,2026-10-31,afternoon,100.75,109.2,1259.43
h034,2026-10-31,night,71.97,78.0,899.59
h035,2026-10-31,morning,143.11,146.4,1788.83
h035,2026-10-31,afternoon,125.22,128.1,1565.23
h035,2026-10-31,night,89.44,91.5,1118.02
h036,2026-10-31,morning,58.17,59.4,727.11
h036,2026-10-31,afternoon,50.9,51.97,636.22
h036,2026-10-31,night,36.36,37.12,454.44
h037,2026-10-31,morning,71.01,64.8,887.59
h037,2026-10-31,afternoon,62.13,56.7,776.64
h037,2026-10-31,night,44.38,40.5,554.75
h038,2026-10-31,morning,68.4,64.8,855.05
h038,2026-10-31,afternoon,59.85,56.7,748.17
h038,2026-10-31,night,42.75,40.5,534.41
h039,2026-10-31,morning,161.74,158.4,2021.7
h039,2026-10-31,afternoon,141.52,138.6,1768.99
h039,2026-10-31,night,101.09,99.0,1263.56
h040,2026-10-31,morning,98.38,98.4,1229.71
h040,2026-10-31,afternoon,86.08,86.1,1076.0
h040,2026-10-31,night,61.49,61.5,768.57
h041,2026-10-31,morning,76.88,84.0,961.06
h041,2026-10-31,afternoon,67.27,73.5,840.92
h041,2026-10-31,night,48.05,52.5,600.66
h042,2026-10-31,morning,99.06,120.0,1238.26
h042,2026-10-31,afternoon,86.68,105.0,1083.48
h042,2026-10-31,night,61.91,75.0,773.91
h043,2026-10-31,morning,128.35,127.2,1604.39
h043,2026-10-31,afternoon,112.31,111.3,1403.84
h043,2026-10-31,night,80.22,79.5,1002.75
h044,2026-10-31,morning,122.52,115.2,1531.54
h044,2026-10-31,afternoon,107.21,100.8,1340.1
h044,2026-10-31,night,76.58,72.0,957.21
h045,2026-10-31,morning,114.2,115.2,1427.52
h045,2026-10-31,afternoon,99.93,100.8,1249.08
h045,2026-10-31,night,71.38,72.0,892.2
h046,2026-10-31,morning,98.78,103.2,1234.8
h046,2026-10-31,afternoon,86.44,90.3,1080.45
h046,2026-10-31,night,61.74,64.5,771.75
h047,2026-10-31,morning,72.19,69.6,902.33
h047,2026-10-31,afternoon,63.16,60.9,789.54
h047,2026-10-31,night,45.12,43.5,563.96
h048,2026-10-31,morning,83.44,84.0,1043.0
h048,2026-10-31,afternoon,73.01,73.5,912.63
h048,2026-10-31,night,52.15,52.5,651.88
h049,2026-10-31,morning,133.46,117.6,1668.24
h049,2026-10-31,afternoon,116.78,102.9,1459.71
h049,2026-10-31,night,83.41,73.5,1042.65
h050,2026-10-31,morning,94.92,86.4,1186.51
h050,2026-10-31,afternoon,83.06,75.6,1038.19
h050,2026-10-31,night,59.33,54.0,741.57
h001,2026-11-01,morning,162.81,151.2,2035.08
h001,2026-11-01,afternoon,142.46,132.3,1780.69
h001,2026-11-01,night,101.75,94.5,1271.92
h002,2026-11-01,morning,66.18,62.4,827.28
h002,2026-11-01,afternoon,57.91,54.6,723.87
h002,2026-11-01,night,41.36,39.0,517.05
h003,2026-11-01,morning,81.79,91.2,1022.34
h003,2026-11-01,afternoon,71.56,79.8,894.54
h003,2026-11-01,night,51.12,57.0,638.96
h004,2026-11-01,morning,78.35,74.4,979.33
h004,2026-11-01,afternoon,68.55,65.1,856.91
h004,2026-11-01,night,48.97,46.5,612.08
h005,2026-11-01,morning,91.47,88.8,1143.42
h005,2026-11-01,afternoon,80.04,77.7,1000.49
h005,2026-11-01,night,57.17,55.5,714.64
h006,2026-11-01,morning,140.92,134.4,1761.5
h006,2026-11-01,afternoon,123.31,117.6,1541.32
h006,2026-11-01,night,88.08,84.0,1100.94
h007,2026-11-01,morning,97.29,93.6,1216.11
h007,2026-11-01,afternoon,85.13,81.9,1064.09
h007,2026-11-01,night,60.81,58.5,760.07
h008,2026-11-01,morning,92.02,88.8,1150.21
h008,2026-11-01,afternoon,80.51,77.7,1006.43
h008,2026-11-01,night,57.51,55.5,718.88
h009,2026-11-01,morning,110.91,91.2,1386.32
h009,2026-11-01,afternoon,97.04,79.8,1213.03
h009,2026-11-01,night,69.32,57.0,866.45
h010,2026-11-01,morning,95.41,96.0,1192.69
h010,2026-11-01,afternoon,83.49,84.0,1043.6
h010,2026-11-01,night,59.63,60.0,745.43
h011,2026-11-01,morning,126.41,117.6,1580.11
h011,2026-11-01,afternoon,110.61,102.9,1382.6
h011,2026-11-01,night,79.01,73.5,987.57
h012,2026-11-01,morning,97.0,100.8,1212.52
h012,2026-11-01,afternoon,84.88,88.2,1060.96
h012,2026-11-01,night,60.63,63.0,757.83
h013,2026-11-01,morning,107.18,100.8,1339.7
h013,2026-11-01,afternoon,93.78,88.2,1172.23
h013,2026-11-01,night,66.98,63.0,837.31
h014,2026-11-01,morning,134.18,124.8,1677.23
h014,2026-11-01,afternoon,117.41,109.2,1467.57
h014,2026-11-01,night,83.86,78.0,1048.27
h015,2026-11-01,morning,138.32,134.4,1728.98
h015,2026-11-01,afternoon,121.03,117.6,1512.86
h015,2026-11-01,night,86.45,84.0,1080.61
h016,2026-11-01,morning,195.88,172.8,2448.45
h016,2026-11-01,afternoon,171.39,151.2,2142.39
h016,2026-11-01,night,122.42,108.0,1530.28
h017,2026-11-01,morning,104.82,112.8,1310.25
h017,2026-11-01,afternoon,91.72,98.7,1146.47
h017,2026-11-01,night,65.51,70.5,818.91
h018,2026-11-01,morning,138.39,144.0,1729.84
h018,2026-11-01,afternoon,121.09,126.0,1513.61
h018,2026-11-01,night,86.49,90.0,1081.15
h019,2026-11-01,morning,104.95,103.2,1311.92
h019,2026-11-01,afternoon,91.83,90.3,1147.93
h019,2026-11-01,night,65.6,64.5,819.95
h020,2026-11-01,morning,131.02,122.4,1637.81
h020,2026-11-01,afternoon,114.65,107.1,1433.08
h020,2026-11-01,night,81.89,76.5,1023.63
h021,2026-11-01,morning,111.98,110.4,1399.81
h021,2026-11-01,afternoon,97.99,96.6,1224.83
h021,2026-11-01,night,69.99,69.0,874.88
h022,2026-11-01,morning,68.82,62.4,860.23
h022,2026-11-01,afternoon,60.22,54.6,752.7
h022,2026-11-01,night,43.01,39.0,537.64
h023,2026-11-01,morning,59.1,62.4,738.71
h023,2026-11-01,afternoon,51.71,54.6,646.37
h023,2026-11-01,night,36.94,39.0,461.69
h024,2026-11-01,morning,119.96,132.0,1499.44
h024,2026-11-01,afternoon,104.96,115.5,1312.01
h024,2026-11-01,night,74.97,82.5,937.15
h025,2026-11-01,morning,90.99,88.8,1137.36
h025,2026-11-01,afternoon,79.62,77.7,995.19
h025,2026-11-01,night,56.87,55.5,710.85
h026,2026-11-01,morning,102.56,103.2,1282.03
h026,2026-11-01,afternoon,89.74,90.3,1121.78
h026,2026-11-01,night,64.1,64.5,801.27
h027,2026-11-01,morning,145.25,139.2,1815.57
h027,2026-11-01,afternoon,127.09,121.8,1588.62
h027,2026-11-01,night,90.78,87.0,1134.73
h028,2026-11-01,morning,88.61,88.8,1107.57
h028,2026-11-01,afternoon,77.53,77.7,969.12
h028,2026-11-01,night,55.38,55.5,692.23
h029,2026-11-01,morning,53.7,55.2,671.23
h029,2026-11-01,afternoon,46.99,48.3,587.33
h029,2026-11-01,night,33.56,34.5,419.52
h030,2026-11-01,morning,133.59,134.4,1669.93
h030,2026-11-01,afternoon,116.89,117.6,1461.19
h030,2026-11-01,night,83.5,84.0,1043.71
h031,2026-11-01,morning,132.3,132.0,1653.81
h031,2026-11-01,afternoon,115.77,115.5,1447.08
h031,2026-11-01,night,82.69,82.5,1033.63
h032,2026-11-01,morning,93.66,96.0,1170.72
h032,2026-11-01,afternoon,81.95,84.0,1024.38
h032,2026-11-01,night,58.54,60.0,731.7
h033,2026-11-01,morning,66.11,67.2,826.35
h033,2026-11-01,afternoon,57.84,58.8,723.06
h033,2026-11-01,night,41.32,42.0,516.47
h034,2026-11-01,morning,118.45,122.4,1480.6
h034,2026-11-01,afternoon,103.64,107.1,1295.53
h034,2026-11-01,night,74.03,76.5,925.38
h035,2026-11-01,morning,156.43,146.4,1955.42
h035,2026-11-01,afternoon,136.88,128.1,1710.99
h035,2026-11-01,night,97.77,91.5,1222.13
h036,2026-11-01,morning,60.32,59.4,754.02
h036,2026-11-01,afternoon,52.78,51.97,659.77
h036,2026-11-01,night,37.7,37.12,471.27
h037,2026-11-01,morning,76.5,64.8,956.24
h037,2026-11-01,afternoon,66.94,56.7,836.71
h037,2026-11-01,night,47.81,40.5,597.65
h038,2026-11-01,morning,65.63,64.8,820.41
h038,2026-11-01,afternoon,57.43,56.7,717.86
h038,2026-11-01,night,41.02,40.5,512.76
h039,2026-11-01,morning,151.42,158.4,1892.74
h039,2026-11-01,afternoon,132.49,138.6,1656.15
h039,2026-11-01,night,94.64,99.0,1182.97
h040,2026-11-01,morning,119.42,98.4,1492.79
h040,2026-11-01,afternoon,104.5,86.1,1306.2
h040,2026-11-01,night,74.64,61.5,933.0
h041,2026-11-01,morning,89.26,86.4,1115.74
h041,2026-11-01,afternoon,78.1,75.6,976.27
h041,2026-11-01,night,55.79,54.0,697.34
h042,2026-11-01,morning,129.51,120.0,1618.81
h042,2026-11-01,afternoon,113.32,105.0,1416.46
h042,2026-11-01,night,80.94,75.0,1011.76
h043,2026-11-01,morning,133.23,127.2,1665.32
h043,2026-11-01,afternoon,116.57,111.3,1457.15
h043,2026-11-01,night,83.27,79.5,1040.82
h044,2026-11-01,morning,120.94,115.2,1511.77
h044,2026-11-01,afternoon,105.82,100.8,1322.8
h044,2026-11-01,night,75.59,72.0,944.86
h045,2026-11-01,morning,120.14,115.2,1501.71
h045,2026-11-01,afternoon,105.12,100.8,1313.99
h045,2026-11-01,night,75.09,72.0,938.57
h046,2026-11-01,morning,94.1,103.2,1176.26
h046,2026-11-01,afternoon,82.34,90.3,1029.23
h046,2026-11-01,night,58.81,64.5,735.17
h047,2026-11-01,morning,71.65,69.6,895.58
h047,2026-11-01,afternoon,62.69,60.9,783.63
h047,2026-11-01,night,44.78,43.5,559.74
h048,2026-11-01,morning,75.1,84.0,938.71
h048,2026-11-01,afternoon,65.71,73.5,821.37
h048,2026-11-01,night,46.94,52.5,586.69
h049,2026-11-01,morning,115.96,117.6,1449.49
h049,2026-11-01,afternoon,101.46,102.9,1268.31
h049,2026-11-01,night,72.47,73.5,905.93
h050,2026-11-01,morning,81.38,86.4,1017.31
h050,2026-11-01,afternoon,71.21,75.6,890.14
h050,2026-11-01,night,50.87,54.0,635.82
h001,2026-11-02,morning,155.52,151.2,1944.05
h001,2026-11-02,afternoon,136.08,132.3,1701.04
h001,2026-11-02,night,97.2,94.5,1215.03
h002,2026-11-02,morning,61.6,60.0,770.05
h002,2026-11-02,afternoon,53.9,52.5,673.79
h002,2026-11-02,night,38.5,37.5,481.28
h003,2026-11-02,morning,92.22,88.8,1152.73
h003,2026-11-02,afternoon,80.69,77.7,1008.64
h003,2026-11-02,night,57.64,55.5,720.45
h004,2026-11-02,morning,76.11,74.4,951.37
h004,2026-11-02,afternoon,66.6,65.1,832.45
h004,2026-11-02,night,47.57,46.5,594.61
h005,2026-11-02,morning,84.49,88.8,1056.11
h005,2026-11-02,afternoon,73.93,77.7,924.1
h005,2026-11-02,night,52.81,55.5,660.07
h006,2026-11-02,morning,131.59,134.4,1644.92
h006,2026-11-02,afternoon,115.14,117.6,1439.31
h006,2026-11-02,night,82.25,84.0,1028.08
h007,2026-11-02,morning,100.49,93.6,1256.15
h007,2026-11-02,afternoon,87.93,81.9,1099.13
h007,2026-11-02,night,62.81,58.5,785.09
h008,2026-11-02,morning,96.39,88.8,1204.83
h008,2026-11-02,afternoon,84.34,77.7,1054.22
h008,2026-11-02,night,60.24,55.5,753.02
h009,2026-11-02,morning,82.83,91.2,1035.41
h009,2026-11-02,afternoon,72.48,79.8,905.99
h009,2026-11-02,night,51.77,57.0,647.13
h010,2026-11-02,morning,84.24,96.0,1053.03
h010,2026-11-02,afternoon,73.71,84.0,921.4
h010,2026-11-02,night,52.65,60.0,658.14
h011,2026-11-02,morning,110.76,117.6,1384.52
h011,2026-11-02,afternoon,96.92,102.9,1211.45
h011,2026-11-02,night,69.23,73.5,865.32
h012,2026-11-02,morning,109.23,100.8,1365.36
h012,2026-11-02,afternoon,95.57,88.2,1194.69
h012,2026-11-02,night,68.27,63.0,853.35
h013,2026-11-02,morning,107.96,98.4,1349.54
h013,2026-11-02,afternoon,94.47,86.1,1180.85
h013,2026-11-02,night,67.48,61.5,843.47
h014,2026-11-02,morning,115.57,124.8,1444.6
h014,2026-11-02,afternoon,101.12,109.2,1264.02
h014,2026-11-02,night,72.23,78.0,902.87
h015,2026-11-02,morning,137.7,134.4,1721.3
h015,2026-11-02,afternoon,120.49,117.6,1506.14
h015,2026-11-02,night,86.07,84.0,1075.81
h016,2026-11-02,morning,198.16,172.8,2476.99
h016,2026-11-02,afternoon,173.39,151.2,2167.37
h016,2026-11-02,night,123.85,108.0,1548.12
h017,2026-11-02,morning,116.55,112.8,1456.85
h017,2026-11-02,afternoon,101.98,98.7,1274.74
h017,2026-11-02,night,72.84,70.5,910.53
h018,2026-11-02,morning,157.7,141.6,1971.28
h018,2026-11-02,afternoon,137.99,123.9,1724.87
h018,2026-11-02,night,98.56,88.5,1232.05
h019,2026-11-02,morning,111.45,103.2,1393.07
h019,2026-11-02,afternoon,97.51,90.3,1218.94
h019,2026-11-02,night,69.65,64.5,870.67
h020,2026-11-02,morning,113.49,122.4,1418.59
h020,2026-11-02,afternoon,99.3,107.1,1241.27
h020,2026-11-02,night,70.93,76.5,886.62
h021,2026-11-02,morning,108.72,110.4,1359.03
h021,2026-11-02,afternoon,95.13,96.6,1189.15
h021,2026-11-02,night,67.95,69.0,849.39
h022,2026-11-02,morning,62.57,62.4,782.17
h022,2026-11-02,afternoon,54.75,54.6,684.4
h022,2026-11-02,night,39.11,39.0,488.86
h023,2026-11-02,morning,62.92,62.4,786.5
h023,2026-11-02,afternoon,55.05,54.6,688.19
h023,2026-11-02,night,39.32,39.0,491.56
h024,2026-11-02,morning,141.68,132.0,1770.96
h024,2026-11-02,afternoon,123.97,115.5,1549.59
h024,2026-11-02,night,88.55,82.5,1106.85
h025,2026-11-02,morning,91.7,88.8,1146.29
h025,2026-11-02,afternoon,80.24,77.7,1003.0
h025,2026-11-02,night,57.31,55.5,716.43
h026,2026-11-02,morning,78.96,103.2,986.98
h026,2026-11-02,afternoon,69.09,90.3,863.61
h026,2026-11-02,night,49.35,64.5,616.87
h027,2026-11-02,morning,124.58,139.2,1557.25
h027,2026-11-02,afternoon,109.01,121.8,1362.6
h027,2026-11-02,night,77.86,87.0,973.28
h028,2026-11-02,morning,73.26,88.8,915.76
h028,2026-11-02,afternoon,64.1,77.7,801.29
h028,2026-11-02,night,45.79,55.5,572.35
h029,2026-11-02,morning,55.97,55.2,699.68
h029,2026-11-02,afternoon,48.98,48.3,612.22
h029,2026-11-02,night,34.98,34.5,437.3
h030,2026-11-02,morning,134.54,132.0,1681.74
h030,2026-11-02,afternoon,117.72,115.5,1471.53
h030,2026-11-02,night,84.09,82.5,1051.09
h031,2026-11-02,morning,134.99,132.0,1687.39
h031,2026-11-02,afternoon,118.12,115.5,1476.46
h031,2026-11-02,night,84.37,82.5,1054.62
h032,2026-11-02,morning,88.64,96.0,1107.94
h032,2026-11-02,afternoon,77.56,84.0,969.45
h032,2026-11-02,night,55.4,60.0,692.46
h033,2026-11-02,morning,70.82,67.2,885.3
h033,2026-11-02,afternoon,61.97,58.8,774.64
h033,2026-11-02,night,44.27,42.0,553.31
h034,2026-11-02,morning,129.41,122.4,1617.67
h034,2026-11-02,afternoon,113.24,107.1,1415.46
h034,2026-11-02,night,80.88,76.5,1011.04
h035,2026-11-02,morning,131.7,146.4,1646.25
h035,2026-11-02,afternoon,115.24,128.1,1440.47
h035,2026-11-02,night,82.31,91.5,1028.9
h036,2026-11-02,morning,52.43,59.4,655.42
h036,2026-11-02,afternoon,45.88,51.97,573.49
h036,2026-11-02,night,32.77,37.12,409.64
h037,2026-11-02,morning,64.8,64.8,809.99
h037,2026-11-02,afternoon,56.7,56.7,708.74
h037,2026-11-02,night,40.5,40.5,506.24
h038,2026-11-02,morning,74.09,64.8,926.11
h038,2026-11-02,afternoon,64.83,56.7,810.34
h038,2026-11-02,night,46.31,40.5,578.82
h039,2026-11-02,morning,182.67,160.8,2283.32
h039,2026-11-02,afternoon,159.83,140.7,1997.9
h039,2026-11-02,night,114.17,100.5,1427.07
h040,2026-11-02,morning,105.34,100.8,1316.79
h040,2026-11-02,afternoon,92.18,88.2,1152.19
h040,2026-11-02,night,65.84,63.0,822.99
h041,2026-11-02,morning,81.35,86.4,1016.93
h041,2026-11-02,afternoon,71.18,75.6,889.81
h041,2026-11-02,night,50.85,54.0,635.58
h042,2026-11-02,morning,128.51,120.0,1606.42
h042,2026-11-02,afternoon,112.45,105.0,1405.62
h042,2026-11-02,night,80.32,75.0,1004.01
h043,2026-11-02,morning,122.6,127.2,1532.45
h043,2026-11-02,afternoon,107.27,111.3,1340.9
h043,2026-11-02,night,76.62,79.5,957.78
h044,2026-11-02,morning,108.13,115.2,1351.58
h044,2026-11-02,afternoon,94.61,100.8,1182.64
h044,2026-11-02,night,67.58,72.0,844.74
h045,2026-11-02,morning,95.44,115.2,1193.02
h045,2026-11-02,afternoon,83.51,100.8,1043.89
h045,2026-11-02,night,59.65,72.0,745.63
h046,2026-11-02,morning,104.05,103.2,1300.57
h046,2026-11-02,afternoon,91.04,90.3,1138.0
